plane_id,battery_id,flight_id,event_datetime,event_type,observed_soh_pct,observed_soh_iqr_pct,observed_soh_span_pct,flag_new_est_batt_cap_any,flag_rst_coulomb_any,n_rows,event_duration_s,avg_cell_temp_mean_c,avg_cell_temp_min_c,avg_cell_temp_max_c,avg_cell_temp_span_c,current_abs_mean_a,p95_abs_current_a,current_span_a,voltage_mean_v,voltage_max_v,soc_mean_pct,soc_min_pct,soc_max_pct,soc_span_pct,kalman_coulomb_gap_mean_pct,kalman_coulomb_gap_span_pct,cap_est_delta_raw,cap_est_span_raw,p95_abs_dtemp_c_per_min,p95_abs_dcurrent_a_per_s
192,2,11018,2025-06-12 16:15:00,charge,98.0,0.0,98.0,0,0,8233,1646.396524,22.670108101542574,0.0,23.0,23.0,12.333596501882663,23.6,24.1,399.5306206729017,403.7,92.21766063403376,80.0,100.0,20.0,-1.4443532126806753,1.8299999999999983,9564.0,9564.0,0.0,0.5041523265655495
192,2,11019,2025-06-12 17:12:00,flight,98.0,0.0,0.0,0,1,16678,3335.373396,23.43536395251229,0.0,25.0,25.0,20.133007554862694,68.6,97.60000000000001,371.6995383139465,399.0,72.13916536755006,35.0,100.0,65.0,-0.49780789063436875,0.930000000000021,9564.0,9564.0,0.0,7.009062718344654
192,2,11020,2025-06-12 18:20:00,charge,98.0,0.0,0.0,1,1,9690,1937.987987,26.355005159958722,0.0,28.0,28.0,24.444282765737874,26.4,26.9,377.0454385964912,396.3,58.498039215686276,35.0,81.0,46.0,-0.6442094943240454,0.27000000000001023,9538.0,9564.0,0.0,0.5010748054576979
192,2,10996,2025-06-13 12:20:00,charge,98.0,0.0,0.0,0,0,8673,1734.6004010000001,19.709327798916178,0.0,21.0,21.0,11.321734117375764,23.5,23.9,400.1522080018448,403.7,92.28917329643721,81.0,100.0,19.0,-1.1699803989392368,2.000000000000014,9538.0,9538.0,0.0,0.508176728577898
192,2,10997,2025-06-13 13:14:00,flight,98.0,0.0,0.0,0,1,13795,2764.7838570000004,18.843059079376587,0.0,21.0,21.0,21.906052917723812,68.2,88.60000000000001,368.7701631025734,399.1,69.87393983327293,41.0,100.0,59.0,-0.931092424791591,1.6200000000000117,9538.0,9538.0,0.0,6.994409721251564
192,2,10998,2025-06-13 14:05:00,charge,97.0,1.0,1.0,1,1,16617,3323.38297,20.754709032918097,0.0,22.0,22.0,18.194475537100562,25.3,26.099999999999998,388.11051332972255,403.7,74.57543479569117,41.0,100.0,59.0,-0.7145682132755613,1.6700000000000017,9527.0,9538.0,0.0,0.5006333011259901
192,2,10999,2025-06-13 15:35:00,flight,97.0,0.0,0.0,0,1,14200,2839.7761290000003,20.63056338028169,19.0,22.0,3.0,16.986380281690142,62.5,95.2,378.26776760563376,398.7,79.88281690140845,53.0,100.0,47.0,-0.49227042253521164,1.1499999999999915,0.0,0.0,0.0,6.0033708928833
192,2,11000,2025-06-13 16:30:00,charge,97.0,0.0,97.0,1,1,8377,1675.590865,22.305121165094903,0.0,24.0,24.0,23.230810552703833,25.6,26.099999999999998,387.847308105527,400.9,71.74919422227528,0.0,91.0,91.0,-0.5904249731407427,1.6800000000000068,9527.0,9527.0,0.0,0.5003327212971335
192,2,11001,2025-06-13 20:00:00,charge,97.0,0.0,97.0,0,0,10922,2184.185885,24.32274308734664,24.0,25.0,1.0,4.911261673686137,9.7,9.9,400.8321644387475,403.8,97.64759201611426,91.0,100.0,9.0,-1.0034984435085121,2.180000000000021,0.0,0.0,0.0,0.5003126954346448
192,2,11002,2025-06-13 21:49:00,flight,97.0,0.0,0.0,0,1,14248,2852.9816,21.900266704098822,0.0,24.0,24.0,17.725007018528917,65.2,94.0,376.04880685008425,401.2,75.71006457046603,52.0,100.0,48.0,-0.31907495788882584,1.20000000000001,9527.0,9527.0,0.0,6.702674690746707
